date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-05-04,delhi,Onion Green,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-04,delhi,Green Peas,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-04,delhi,Ivy Gourd,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-04,delhi,Lemon (Lime),63,72 - 80,76 - 104,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-04,delhi,Mango Raw,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-04,delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-04,delhi,Mushroom,91,105 - 116,109 - 150,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-04,delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-04,delhi,Ladies Finger,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-04,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-04,delhi,Radish,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-04,delhi,Ridge Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-04,delhi,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-04,delhi,Snake Gourd,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-04,delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-04,delhi,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-04,delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-05,delhi,Onion Big,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-05,delhi,Onion Small,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-05,delhi,Tomato,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-05,delhi,Green Chilli,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-05,delhi,Beetroot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-05,delhi,Potato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-05,delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-05,delhi,Amaranth Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-05,delhi,Amla,60,69 - 76,72 - 99,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-05,delhi,Ash gourd,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-05,delhi,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-05,delhi,Banana Flower,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-05,delhi,Capsicum,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-05,delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-05,delhi,Bottle Gourd,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-05,delhi,Butter Beans,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-05,delhi,Broad Beans,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-05,delhi,Cabbage,21,24 - 27,25 - 35,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-05,delhi,Carrot,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-05,delhi,Cauliflower,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-05,delhi,Cluster beans,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-05,delhi,Coconut,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-05,delhi,Colocasia Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-05,delhi,Colocasia,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-05,delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-05,delhi,Corn,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-05,delhi,Cucumber,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-05,delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-05,delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-05,delhi,Drumsticks,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-05,delhi,Brinjal,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-05,delhi,Brinjal (Big),24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-05,delhi,Elephant Yam,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-05,delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-05,delhi,French Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-05,delhi,Garlic,171,197 - 217,205 - 282,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-05,delhi,Ginger,111,128 - 141,133 - 183,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-05,delhi,Onion Green,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-05,delhi,Green Peas,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-05,delhi,Ivy Gourd,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-05,delhi,Lemon (Lime),65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-05,delhi,Mango Raw,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-05,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-05,delhi,Mushroom,74,85 - 94,89 - 122,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-05,delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-05,delhi,Ladies Finger,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-05,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-05,delhi,Radish,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-05,delhi,Ridge Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-05,delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-05,delhi,Snake Gourd,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-05,delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-05,delhi,Spinach,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-05,delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-06,delhi,Onion Big,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-06,delhi,Onion Small,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-06,delhi,Tomato,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-06,delhi,Green Chilli,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-06,delhi,Beetroot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-06,delhi,Potato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-06,delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-06,delhi,Amaranth Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-06,delhi,Amla,60,69 - 76,72 - 99,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-06,delhi,Ash gourd,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-06,delhi,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-06,delhi,Banana Flower,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-06,delhi,Capsicum,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-06,delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-06,delhi,Bottle Gourd,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-06,delhi,Butter Beans,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-06,delhi,Broad Beans,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-06,delhi,Cabbage,21,24 - 27,25 - 35,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-06,delhi,Carrot,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-06,delhi,Cauliflower,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-06,delhi,Cluster beans,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-06,delhi,Coconut,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-06,delhi,Colocasia Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-06,delhi,Colocasia,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-06,delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-06,delhi,Corn,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-06,delhi,Cucumber,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-06,delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-06,delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-06,delhi,Drumsticks,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-06,delhi,Brinjal,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-06,delhi,Brinjal (Big),24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-06,delhi,Elephant Yam,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-06,delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-06,delhi,French Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-06,delhi,Garlic,171,197 - 217,205 - 282,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-06,delhi,Ginger,111,128 - 141,133 - 183,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-06,delhi,Onion Green,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-06,delhi,Green Peas,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-06,delhi,Ivy Gourd,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-06,delhi,Lemon (Lime),65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-06,delhi,Mango Raw,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-06,delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-06,delhi,Mushroom,74,85 - 94,89 - 122,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-06,delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-06,delhi,Ladies Finger,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-06,delhi,Pumpkin,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-06,delhi,Radish,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-06,delhi,Ridge Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-06,delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-06,delhi,Snake Gourd,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-06,delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-06,delhi,Spinach,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-06,delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-07,delhi,Onion Big,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-07,delhi,Onion Small,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-07,delhi,Tomato,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-07,delhi,Green Chilli,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-07,delhi,Beetroot,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-07,delhi,Potato,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-07,delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-07,delhi,Amaranth Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-07,delhi,Amla,70,81 - 89,84 - 116,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-07,delhi,Ash gourd,21,24 - 27,25 - 35,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-07,delhi,Baby Corn,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-07,delhi,Banana Flower,20,23 - 25,24 - 33,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-07,delhi,Capsicum,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-07,delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-07,delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-07,delhi,Butter Beans,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-07,delhi,Broad Beans,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-07,delhi,Cabbage,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-07,delhi,Carrot,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-07,delhi,Cauliflower,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-07,delhi,Cluster beans,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-07,delhi,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-07,delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-07,delhi,Colocasia,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-07,delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
